Epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
1,0.38261101527893837,0.8206095041322314,0.29249389963455436,0.8649793388429752
2,0.2771539996355033,0.8816115702479339,0.26813592106596496,0.8852272727272728
3,0.26646953166023757,0.887680785123967,0.26770013322022335,0.8828512396694215
4,0.2595245694202825,0.8908316115702479,0.2589442398306752,0.8916322314049587
5,0.2548442206722646,0.8925103305785124,0.2614559093659574,0.8871900826446281
6,0.24764608137371127,0.8957902892561983,0.24720623323247454,0.8966942148760331
7,0.24330780066488203,0.8979597107438017,0.25430642794971625,0.8899793388429752
8,0.23751631848329355,0.9,0.25107984321176513,0.8930785123966942
9,0.22916875104766246,0.9042097107438016,0.2308926320149879,0.9026859504132232
10,0.22863022554511866,0.9035640495867768,0.22658325495306125,0.9053719008264463
11,0.22505671271115296,0.9057334710743802,0.2357530337966178,0.8989669421487604
12,0.22230381644831215,0.9060692148760331,0.2242143057840915,0.9066115702479339
13,0.21805265630818596,0.9084452479338843,0.22035775935846913,0.9081611570247934
14,0.2149132729808161,0.9102789256198347,0.22096591712522112,0.9087809917355372
15,0.21525752184804806,0.9102014462809918,0.22172829698432575,0.9083677685950413
16,0.21123064865997015,0.9126807851239669,0.21881926328190102,0.9104338842975207
17,0.21043646011717063,0.9119318181818182,0.22926700639823253,0.9057851239669421
18,0.20677134142188,0.9145402892561983,0.21160052928550185,0.9118801652892562
19,0.20750877264240555,0.9140754132231405,0.2256379216416808,0.9078512396694215
20,0.20583726301912433,0.9138688016528925,0.21561681805563368,0.9106404958677686
21,0.20546330362558365,0.9148760330578513,0.21989977625775928,0.9098140495867768
22,0.20451417410176648,0.9141012396694215,0.2138693634759296,0.9136363636363637
23,0.203761216616335,0.9160898760330578,0.21450599040374282,0.909297520661157
24,0.20363197400550212,0.9151601239669421,0.21349524094546138,0.9113636363636364
25,0.20144783340948672,0.9171745867768595,0.2171385416930372,0.9139462809917356
26,0.2031769877130335,0.915650826446281,0.22003503142555883,0.9066115702479339
27,0.1999480531481672,0.9171745867768595,0.2170734510441457,0.9053719008264463
28,0.19819584612018806,0.9178460743801653,0.20444688007604978,0.9170454545454545
29,0.1980092212927243,0.9188791322314049,0.21934596755780464,0.9045454545454545
30,0.19677986112877358,0.9193698347107438,0.22002174292714144,0.9113636363636364
31,0.19530434829513887,0.9204545454545454,0.2067399413748221,0.9169421487603305
32,0.19551024929551053,0.9198088842975206,0.20473843667625397,0.9170454545454545
33,0.19445385017301425,0.9193956611570248,0.2341906555920593,0.8957644628099174
34,0.1945678176958699,0.9193956611570248,0.20016845891421492,0.9213842975206612
35,0.19214950464358013,0.9207644628099173,0.19790700887106666,0.9204545454545454
36,0.19298744653005245,0.9199121900826446,0.19793407042041297,0.922004132231405
37,0.19251142034599603,0.9190340909090909,0.20318197445435957,0.9125
38,0.19064174085116584,0.9211518595041323,0.2003421540656858,0.922107438016529
39,0.19011937645841237,0.9212035123966942,0.21522869180795576,0.9053719008264463
40,0.18912278179171657,0.921720041322314,0.1977026304676513,0.921797520661157
41,0.18920513694443977,0.9215134297520661,0.1961361761428108,0.921900826446281
42,0.18945434846538156,0.921926652892562,0.1945512592669361,0.9197314049586777
43,0.18662293536111343,0.9238119834710744,0.19491301632740282,0.9234504132231405
44,0.18707262515282827,0.9234245867768595,0.21181357469686793,0.9116735537190083
45,0.1863961369599685,0.9227530991735537,0.24079152584568528,0.8981404958677686
46,0.1852109135182436,0.9231404958677686,0.19692507788908384,0.9233471074380165
47,0.18437430997771664,0.9238119834710744,0.19112882220055447,0.9247933884297521
48,0.18403580976296063,0.9226239669421488,0.190327366084353,0.9255165289256199
49,0.18239472483800462,0.9253873966942149,0.19998263048608442,0.9202479338842975
50,0.18277401872410262,0.924845041322314,0.18996097739816697,0.9277892561983471
51,0.18137170000632932,0.9257489669421488,0.19995192584912638,0.918698347107438
52,0.18152735986985452,0.925103305785124,0.1921626586374665,0.9242768595041322
53,0.18089806071120845,0.9256973140495868,0.1884846276488186,0.9261363636363636
54,0.17994303051844115,0.9259555785123967,0.1890119160071385,0.9230371900826446
55,0.1789507811473421,0.928150826446281,0.193554981034403,0.9241735537190082
56,0.17943860216081636,0.9273243801652893,0.18923170254989105,0.9255165289256199
57,0.17731713450644626,0.9275568181818182,0.18815086820155136,0.9264462809917355
58,0.17727228010242635,0.9271694214876033,0.18847557783188407,0.9261363636363636
59,0.17795068996011718,0.9271435950413223,0.18557093414393339,0.9246900826446282
60,0.17635405421380168,0.9286157024793389,0.18411814202208165,0.9289256198347108
61,0.1764325675392939,0.9277892561983471,0.1854574753417949,0.9291322314049587
62,0.1762621435375253,0.9277634297520662,0.19178207780827175,0.9253099173553719
63,0.17620884587695776,0.9288481404958677,0.19247031899646294,0.9199380165289256
64,0.173654913625195,0.9291322314049587,0.19627977180456327,0.9207644628099173
65,0.1746474482796409,0.928150826446281,0.18450030807313347,0.928409090909091
66,0.17326657208036786,0.9305268595041323,0.20061640563952035,0.9173553719008265
67,0.17468038070792993,0.9283574380165289,0.18524222841932753,0.9216942148760331
68,0.17232792597294838,0.9294679752066116,0.19084500497407164,0.9253099173553719
69,0.17184233418550374,0.9291838842975206,0.182028728735841,0.9282024793388429
70,0.17018137494764052,0.9310433884297521,0.18640545070910255,0.9261363636363636
71,0.17195733496842305,0.9289772727272727,0.18495914397591895,0.9272727272727272
72,0.1701017495337104,0.9311725206611571,0.1787494212142692,0.9286157024793389
73,0.17058954472261026,0.9308109504132231,0.18248874104835772,0.9239669421487603
74,0.1699990589695036,0.9306301652892562,0.1822509052278089,0.9248966942148761
75,0.1678238799441452,0.9317923553719009,0.1816928824240511,0.9295454545454546
76,0.1695439932513828,0.9308109504132231,0.18193933138670015,0.927892561983471
77,0.1689170861970787,0.9319989669421488,0.17717112505977803,0.9317148760330578
78,0.16699909466849872,0.9324638429752066,0.17702473144947498,0.9294421487603306
79,0.16724007167845717,0.9321022727272728,0.1774697916320533,0.9287190082644629
80,0.1670015862288554,0.9325671487603305,0.19460404216627444,0.9216942148760331
81,0.16634184682418493,0.9319731404958678,0.17609480035699104,0.9302685950413223
82,0.1676072251513477,0.9317923553719009,0.19146596054769743,0.9234504132231405
83,0.1664560203463578,0.9317407024793388,0.1806933334297385,0.9288223140495868
84,0.16565805004278492,0.9331095041322314,0.17962011866086772,0.9285123966942149
85,0.1661276309635521,0.9330320247933884,0.18117111612819442,0.928099173553719
86,0.16568884403745004,0.9323863636363636,0.1772454806164769,0.931301652892562
87,0.16398152567384658,0.9329028925619834,0.1808986820865515,0.9288223140495868
88,0.16609090600501408,0.9323605371900826,0.17890069368333855,0.9285123966942149
89,0.163528183472058,0.9329287190082645,0.18543424685447177,0.9235537190082644
90,0.16386921256164874,0.9331611570247934,0.18250788383432165,0.9288223140495868
91,0.16238861634465288,0.9339876033057851,0.18181045072014668,0.9264462809917355
92,0.16381233155973687,0.9334194214876033,0.17599011891760116,0.9298553719008265
93,0.16078125487181766,0.9346849173553718,0.17357916045041125,0.9339876033057851
94,0.16126775973715074,0.9354855371900826,0.17174235568805174,0.9329545454545455
95,0.16095066027454108,0.9345816115702479,0.17180711897320983,0.9296487603305785
96,0.1599369585945094,0.9348398760330578,0.16806029826402663,0.9363636363636364
97,0.16032918613434824,0.9339617768595041,0.17740957075037248,0.9285123966942149
98,0.15923376707744993,0.9354080578512397,0.17311136202563432,0.9320247933884298
99,0.16021706473605693,0.9355630165289256,0.17867113079044444,0.9303719008264463
100,0.15914652128973283,0.9363119834710744,0.17818418781557852,0.9298553719008265
101,0.15979930326835184,0.9352789256198347,0.1712976983325048,0.9345041322314049
102,0.15865592858022895,0.9359504132231405,0.17669199277485206,0.9290289256198347
103,0.15873394387443204,0.9361828512396694,0.1832616240771349,0.9264462809917355
104,0.1594381146256096,0.9353047520661157,0.17126155570765172,0.9314049586776859
105,0.1574431493447339,0.9362345041322314,0.17794667678800496,0.9291322314049587
106,0.15587908200119152,0.9387396694214876,0.1661037285157964,0.9332644628099174
107,0.15599403237262047,0.9365960743801653,0.17000572486234106,0.9346074380165289
108,0.15665427442055102,0.9365185950413223,0.17293930831711646,0.9316115702479338
109,0.15653493610664831,0.9365960743801653,0.1847110621015395,0.925103305785124
110,0.15479128553478186,0.9383780991735537,0.1672546497769346,0.9354338842975206
111,0.15718326797046936,0.9365960743801653,0.1773732826298426,0.9289256198347108
112,0.15537744410767043,0.9385330578512396,0.1870889108412522,0.9241735537190082
113,0.1544708097522909,0.9383522727272727,0.16695744902634424,0.9336776859504132
114,0.15693428361218822,0.9369576446280992,0.165785063181288,0.9347107438016529
115,0.15386077740406695,0.937448347107438,0.16502416997778513,0.9358471074380166
116,0.15390285575254398,0.9380165289256198,0.16903348144851932,0.9335743801652893
117,0.15329172569981292,0.9385847107438017,0.1717244739990589,0.931095041322314
118,0.1556194574379724,0.9379390495867769,0.16549573963708128,0.9330578512396694
119,0.15186071888474392,0.9383780991735537,0.17493243803354827,0.9331611570247934
120,0.15301579079352134,0.9388429752066115,0.16487574269148436,0.9358471074380166
121,0.1527776061380205,0.9384039256198347,0.1694844990968704,0.9338842975206612
122,0.1514070756179242,0.9392820247933884,0.16574391317515333,0.9323347107438017
123,0.15367565598369629,0.9388688016528925,0.16808623884889212,0.9333677685950413
124,0.14998555131071856,0.9395919421487603,0.15925670115292564,0.9386363636363636
125,0.1515165211494304,0.9393078512396694,0.17315056303069612,0.9297520661157025
126,0.15282272374457564,0.9393078512396694,0.19571809281002392,0.922004132231405
127,0.15043776992800806,0.940444214876033,0.1680159931432856,0.9329545454545455
128,0.14962233679045822,0.9413997933884297,0.16185484076580725,0.9367768595041323
129,0.14914726158680994,0.9409349173553719,0.1643652040295857,0.9336776859504132
130,0.15022137652128195,0.9404958677685951,0.1637095349448279,0.9357438016528926
131,0.14976369846335127,0.9395144628099174,0.1620639768914004,0.9379132231404959
132,0.14980009944478342,0.9394628099173554,0.15995637549102798,0.9350206611570248
133,0.1513114430441344,0.9392820247933884,0.15830574305343234,0.9389462809917355
134,0.14871983814461173,0.9408832644628099,0.1756809028773761,0.9318181818181818
135,0.14972110130200703,0.9398502066115703,0.16596261718549019,0.9351239669421487
136,0.14769749108486432,0.9407541322314049,0.1611450036171793,0.9390495867768595
137,0.14927047245389174,0.9411157024793388,0.16073552742292566,0.9369834710743802
138,0.1458728016654322,0.9416580578512397,0.158802621679242,0.9390495867768595
139,0.1461410536130598,0.9424328512396695,0.16098357791558277,0.9375
140,0.14680192271663137,0.9413481404958678,0.18209922541825732,0.9294421487603306
141,0.14692992592953946,0.9425619834710743,0.15893165005509519,0.9379132231404959
142,0.14715993664235122,0.9423553719008264,0.1660377340468247,0.9360537190082645
143,0.14768054256261873,0.9413481404958678,0.15858482290213266,0.9386363636363636
144,0.14583074447414107,0.9421745867768595,0.15618248439647936,0.9384297520661157
145,0.1462702237254332,0.9412190082644628,0.16282539002535756,0.9347107438016529
146,0.14488494144367778,0.9432592975206612,0.16019814178532313,0.9399793388429752
147,0.14418614028591262,0.9418904958677686,0.15495707360365665,0.9380165289256198
148,0.14710979042035982,0.9422778925619835,0.15883633037182418,0.9379132231404959
149,0.14420541148663552,0.9426394628099174,0.157469456458141,0.9382231404958677
150,0.14577093847280692,0.9422778925619835,0.16095831418825576,0.9366735537190083
